,Subscription Code,License Type,County,Meter Serial,Meter Size,Installation Date,Last Connection Time,Consumption in Period (m³),Operating Hours in Period (h),Average Flow Rate in Period (l/s)
576,517766,کشاورزی,مشهد,909801032845.0,150.0,1399/06/30,1404/01/28 - 02:10:34,-168452.0,0.0,
577,514442,کشاورزی,مشهد,909801056037.0,100.0,1402/07/27,1404/01/28 - 03:09:14,18858.31,83423.3,10.79
578,100582,کشاورزی,سبزوار,909801050738.0,50.0,1402/02/24,1404/01/28 - 02:59:29,1688.8,29.5,2.0
579,603291,کشاورزی,تربت حیدریه,909801047275.0,150.0,1401/10/08,1404/01/28 - 03:10:27,3012182.4,2696864.1,18.58
580,514401,کشاورزی,مشهد,909801033631.0,100.0,1399/09/25,1404/01/28 - 01:20:13,27300.0,201821.4,6.08
581,529269,کشاورزی,مشهد,909801032879.0,125.0,1399/06/06,1404/01/28 - 02:10:32,-119193.7,10.7,9.1
582,529048,کشاورزی,مشهد,909801035247.0,125.0,1400/05/14,1404/01/26 - 03:11:46,602110.2,77899.2,14.34
583,529140,کشاورزی,مشهد,909801036474.0,125.0,1401/01/19,1404/01/28 - 02:10:31,202657.5,1028721.9,10.17
584,514025,کشاورزی,مشهد,909801032733.0,150.0,1399/07/02,1404/01/28 - 03:10:49,112080.75,6599.1,5.11
585,604156,کشاورزی,تربت حیدریه,909801034013.0,125.0,1400/03/09,1404/01/26 - 02:10:42,244551.1,575987.8,19.45
586,529080,کشاورزی,مشهد,909801040654.0,125.0,1401/02/22,1404/01/28 - 02:08:21,58716.11,670396.4,2.51
587,1599421048,,کاشمر,929801000536.0,15.0,1403/10/26,1404/01/27 - 13:55:23,,,
588,516699,,مشهد,909801069258.0,50.0,1403/11/15,1404/01/28 - 03:10:38,,,
589,529050,کشاورزی,مشهد,909801032140.0,150.0,1399/02/06,1404/01/28 - 03:10:38,-409084.3,438648.3,20.88
590,806497,کشاورزی,نیشابور,909801032588.0,100.0,1399/04/11,1404/01/28 - 02:10:50,,,
591,516825,کشاورزی,مشهد,909801037911.0,80.0,1401/01/15,1404/01/28 - 03:10:53,74013.5,387.4,8.04
592,606233,کشاورزی,گناباد,909801050827.0,150.0,1402/03/01,1404/01/28 - 03:13:59,613170.8,46653.7,37.48
593,603072,کشاورزی,تربت حیدریه,909801065666.0,150.0,1403/05/23,1404/01/28 - 03:10:52,,,
594,622629,,کاشمر,909801056034.0,100.0,1403/09/01,1404/01/28 - 03:09:27,0.0,,
595,514495,کشاورزی,مشهد,909801041120.0,200.0,1401/08/04,1404/01/26 - 02:07:39,248737.78,311913.4,11.8
596,4245966,,کاشمر,929801000519.0,15.0,1403/07/29,1404/01/27 - 13:51:55,,,
597,604345,کشاورزی,تربت حیدریه,909801033351.0,80.0,1399/09/25,1404/01/28 - 02:10:20,183426.41,238584.3,9.91
598,841635,,کاخک,929801000932.0,15.0,1403/12/20,1404/01/27 - 13:54:11,,,
599,515094,کشاورزی,مشهد,909801045367.0,125.0,1401/06/13,1403/12/28 - 03:10:25,163015.39,677735.7,6.87
600,603098,کشاورزی,تربت حیدریه,909801052752.0,200.0,1402/09/14,1404/01/28 - 03:10:57,672542.2,153305.4,32.1
601,518044,سایر,مشهد,909801032269.0,50.0,1399/03/24,1404/01/28 - 02:10:34,1377.369,104817.5,0.34
602,517909,,مشهد,909801060243.0,50.0,1402/12/22,1404/01/28 - 02:53:26,6.602,,1.9
603,603030,,تربت حیدریه,909801039572.0,150.0,1400/12/24,1404/01/28 - 02:09:11,,,
604,603043,,تربت حیدریه,909801039678.0,125.0,1400/12/23,1404/01/27 - 02:08:35,280463.7,327133.2,15.55
605,805130,شرب و بهداشت دام,نیشابور,909801046511.0,50.0,1401/07/19,1403/10/05 - 03:10:33,15518.009,29987.8,4.61
606,529065,کشاورزی,مشهد,909801033542.0,150.0,1399/10/10,1404/01/28 - 02:10:46,1631.3,0.0,
607,622169,شرب و بهداشت دام,تربت حیدریه,909801052371.0,50.0,1402/05/25,1404/01/28 - 03:10:34,1182.495,21216.2,1.62
608,515678,کشاورزی,مشهد,909801037280.0,150.0,1400/09/16,1404/01/28 - 02:09:03,1540104.2,4921849.8,19.11
609,301121,کشاورزی,تربت حیدریه,909801036572.0,200.0,1400/08/12,1403/02/14 - 01:32:09,9683049.1,1976558.8,48.56
610,603393,کشاورزی,تربت حیدریه,909801047203.0,150.0,1401/09/06,1404/01/28 - 03:11:30,407977.7,246051.4,22.13
611,603143,,تربت حیدریه,909801062086.0,200.0,1403/03/23,1404/01/28 - 03:10:55,308.677,446.2,0.61
612,529011,کشاورزی,مشهد,909801033090.0,200.0,1399/07/14,1404/01/28 - 02:11:14,495470.0,2950086.4,28.16
613,520175,صنعتی,مشهد,909801035010.0,50.0,1400/07/20,1404/01/22 - 02:11:44,14206.69,87916.1,0.5
614,200245,کشاورزی,قوچان,909801047558.0,80.0,1401/09/21,1403/07/05 - 03:08:05,164271.07,411998.4,7.16
615,514162,کشاورزی,مشهد,909801032959.0,125.0,1399/07/10,1404/01/28 - 02:07:44,-32277.9,24.3,3.22
616,516824,کشاورزی,مشهد,909801035512.0,50.0,1400/06/16,1404/01/28 - 02:10:37,147.794,761.3,1.03
617,529309,کشاورزی,مشهد,909801058229.0,80.0,1402/11/23,1403/02/30 - 03:10:35,20505.4,772.7,13.38
618,529063,کشاورزی,مشهد,909801033873.0,125.0,1399/10/30,1404/01/28 - 02:09:12,228275.9,1290700.6,9.03
619,615159,شرب و بهداشت دام,تربت حیدریه,909801035296.0,50.0,1401/04/22,1404/01/28 - 02:10:38,0.0,,
620,622024,کشاورزی,تربت حیدریه,909801049054.0,150.0,1402/03/16,1404/01/28 - 03:08:26,172152.0,393493.2,8.2
621,603018,کشاورزی,تربت حیدریه,909801054021.0,150.0,1402/07/12,1404/01/28 - 03:08:17,209474.4,63759.8,29.61
622,529040,کشاورزی,مشهد,909801044145.0,150.0,1401/03/31,1404/01/28 - 03:11:23,48530.9,118270.4,15.1
623,603073,کشاورزی,تربت حیدریه,909801056232.0,125.0,1402/12/20,1404/01/28 - 03:10:47,5497.727,97.3,14.46
624,529150,کشاورزی,مشهد,909801032911.0,100.0,1399/06/20,1403/04/01 - 00:58:29,,,
625,606234,کشاورزی,گناباد,909801050828.0,150.0,1402/03/01,1404/01/28 - 03:10:37,1579437.2,666440.9,26.76
626,606231,کشاورزی,گناباد,909801050923.0,150.0,1402/03/15,1404/01/25 - 03:10:22,1205877.0,1094442.1,32.29
627,604113,کشاورزی,تربت حیدریه,909801034572.0,80.0,1400/01/28,1404/01/23 - 09:15:43,189206.0,608382.5,10.63
628,622093,شرب و بهداشت دام,تربت حیدریه,909801033218.0,50.0,1399/08/19,1403/06/05 - 01:43:49,,,
629,910765,صنعتی,تربت جام,909801033197.0,50.0,1399/08/22,1402/09/21 - 02:10:15,9382.67,58933.6,3.65
630,514689,کشاورزی,مشهد,909801056522.0,125.0,1402/11/29,1404/01/28 - 03:10:50,14.146,,14.8
631,608166,شرب و بهداشت دام,کاشمر,909801033406.0,50.0,1399/08/27,1404/01/28 - 02:10:32,831.581,0.0,1.15
632,516627,صنعتی,مشهد,909801032452.0,50.0,1399/06/30,1404/01/28 - 01:59:28,2789.277,119186.2,1.48
633,519664,شرب و بهداشت دام,مشهد,909801032450.0,50.0,1399/05/27,1404/01/28 - 03:07:52,1501.476,67555.5,1.65
634,805591,شرب و بهداشت دام,نیشابور,909801048822.0,50.0,1401/12/01,1404/01/28 - 03:10:35,2085.104,365.4,2.39
635,529066,کشاورزی,مشهد,909801033497.0,200.0,1399/10/04,1404/01/28 - 02:11:18,-1056007.9,1454814.2,21.33
636,529068,کشاورزی,مشهد,909801032659.0,150.0,1399/06/17,1404/01/28 - 02:11:28,1403001.1,2271293.4,15.86
637,514417,کشاورزی,مشهد,909801036565.0,100.0,1400/07/26,1404/01/28 - 02:09:16,208313.1,1843127.7,7.92
638,805671,کشاورزی,نیشابور,909801035295.0,50.0,1400/04/19,1404/01/28 - 02:10:32,422.249,6794.5,1.14
639,514322,کشاورزی,مشهد,909801033387.0,200.0,1399/09/08,1404/01/28 - 02:08:19,22824.05,26487.6,7.9
640,302038,,گناباد,909801035294.0,50.0,1400/04/29,1404/01/28 - 02:11:38,223.459,593.0,1.14
641,515023,کشاورزی,مشهد,909801041129.0,50.0,1401/02/04,1404/01/28 - 02:11:20,56580.79,572951.8,3.3
642,609191,صنعتی,کاشمر,909801066331.0,80.0,1403/09/20,1404/01/28 - 03:10:38,,,
643,514438,کشاورزی,مشهد,909801053575.0,150.0,1403/04/19,1404/01/26 - 03:10:57,0.0,2.0,12.2
644,523000,کشاورزی,تربت جام,909801039627.0,125.0,1400/12/08,1403/04/15 - 02:09:41,91635.91,196167.6,59.95
645,523001,کشاورزی,تربت جام,909801036470.0,125.0,1400/12/01,1403/10/11 - 01:49:59,98966.6,412644.7,8.68
646,515976,سایر,مشهد,909801032872.0,50.0,1399/07/05,1404/01/28 - 03:10:49,-195.4,0.0,
647,529131,کشاورزی,مشهد,909801033632.0,100.0,1399/10/10,1403/05/01 - 01:59:54,418485.5,328528.4,16.98
648,623176,کشاورزی,کاشمر,909801037519.0,150.0,1400/11/17,1404/01/28 - 03:10:46,304771.3,305712.2,17.15
649,519322,شرب شهری,نیشابور,909801034023.0,50.0,1399/11/15,1404/01/28 - 02:00:51,20791.31,246273.2,1.37
650,603003,کشاورزی,تربت حیدریه,909801065293.0,100.0,1403/07/25,1403/12/28 - 03:10:41,,,
651,529330,کشاورزی,مشهد,909801032122.0,150.0,1399/03/05,1404/01/26 - 03:02:20,568823.1,2438446.0,35.33
652,529314,کشاورزی,مشهد,909801032123.0,150.0,1399/03/05,1404/01/28 - 03:11:11,135649.4,956167.7,14.34
653,529336,کشاورزی,مشهد,909801032124.0,150.0,1399/03/06,1404/01/28 - 02:02:58,447652.0,832668.5,17.07
654,529176,کشاورزی,مشهد,909801032204.0,125.0,1399/03/10,1404/01/28 - 03:10:32,-1017461.719,59.4,3.02
655,529265,کشاورزی,مشهد,909801032253.0,150.0,1399/03/06,1402/06/24 - 02:05:58,,,
656,529090,,مشهد,909801032393.0,125.0,1399/03/10,1404/01/28 - 02:07:14,621579.1,1328120.3,25.34
657,529316,کشاورزی,مشهد,909801032438.0,125.0,1399/03/10,1403/06/03 - 02:28:37,,,
658,1492051016,,سبزوار,929801000108.0,15.0,1403/05/02,,,,
659,519105,,مشهد,909801032460.0,80.0,1399/04/26,1404/01/28 - 02:10:35,,,
660,516929,کشاورزی,مشهد,909801037890.0,100.0,1401/03/26,1404/01/28 - 02:09:46,51075.53,127501.2,9.41
661,302341,کشاورزی,گناباد,909801060239.0,50.0,1403/07/02,1404/01/28 - 03:10:16,0.0,,
662,519624,کشاورزی,مشهد,909801063378.0,50.0,1403/04/11,1404/01/28 - 03:08:35,,,
663,300020,,گناباد,909801068945.0,50.0,1403/10/16,1404/01/28 - 03:10:45,,,
664,805123,صنعتی,نیشابور,909801039084.0,50.0,1401/02/06,1404/01/28 - 03:09:57,2905.7,8060.1,0.1
665,000296,,کاخک,929801000296.0,15.0,1403/05/11,1404/01/28 - 03:10:58,0.0,0.0,
666,603569,,احمدآبادصولت,909801069228.0,100.0,1403/12/06,1404/01/28 - 03:10:47,,,
667,14211014,,خرو,929801000011.0,20.0,1402/08/21,1404/01/27 - 13:19:05,,,
668,603180,کشاورزی,تربت حیدریه,909801050976.0,125.0,1402/08/18,1404/01/28 - 03:10:45,87093.4,0.0,
669,603257,کشاورزی,تربت حیدریه,909801055846.0,150.0,1402/08/04,1404/01/22 - 03:10:35,96859.23,31344.1,8.58
670,601484,کشاورزی,تربت حیدریه,909801047274.0,150.0,1401/12/12,1404/01/28 - 03:09:55,439019.27,694356.6,21.8
671,529001,کشاورزی,مشهد,909801032463.0,150.0,1399/04/28,1400/10/04 - 02:10:48,,,
672,302373,شرب و بهداشت دام,گناباد,909801041999.0,50.0,1401/03/23,1404/01/19 - 02:11:38,957.488,6137.8,1.06
673,515645,کشاورزی,مشهد,909801032668.0,150.0,1399/05/09,1404/01/28 - 02:02:41,68307.0,65500.4,3.82
674,519772,,مشهد,909801066799.0,50.0,1403/09/22,1404/01/28 - 03:10:57,,,
675,603275,شرب و بهداشت دام,تربت حیدریه,909801035511.0,50.0,1400/05/10,1404/01/28 - 02:10:07,3827.767,2161.2,1.58
676,615274,,تربت حیدریه,909801039086.0,50.0,1400/12/22,1404/01/28 - 02:10:44,4324.36,16121.5,3.74
677,529578,صنعتی,مشهد,909801032483.0,50.0,1399/05/22,1402/07/20 - 02:10:10,29163.55,108859.2,2.68
678,805490,,مشهد,909801059518.0,80.0,1403/12/17,1404/01/28 - 03:10:52,0.0,,
679,601426,کشاورزی,تربت حیدریه,909801032896.0,50.0,1399/06/24,1404/01/28 - 02:10:56,35174.71,1763022.7,1.48
680,514321,کشاورزی,مشهد,909801034010.0,125.0,1399/11/14,1401/04/04 - 02:11:31,,,
681,514937,کشاورزی,مشهد,909801063834.0,100.0,1403/09/20,1404/01/28 - 03:09:15,,,
682,604060,کشاورزی,تربت حیدریه,909801041719.0,150.0,1401/03/01,1404/01/28 - 11:13:24,458303.8,1647570.7,18.65
683,615609,صنعتی,تربت حیدریه,909801034823.0,50.0,1400/02/01,1404/01/28 - 02:04:10,656.511,10634.0,2.4
684,529021,کشاورزی,مشهد,909801033242.0,125.0,1399/09/06,1404/01/26 - 02:08:26,-15022.6,0.0,
685,529376,,مشهد,909801061176.0,50.0,1403/03/18,1404/01/28 - 03:10:38,,,
686,209099,کشاورزی,درگز,909801051933.0,50.0,1402/04/27,1404/01/28 - 02:44:35,40596.23,194334.8,5.73
687,514192,کشاورزی,مشهد,909801035000.0,150.0,1400/02/22,1403/10/02 - 02:11:27,208523.1,2124322.0,9.61
688,200284,کشاورزی,قوچان,909801050826.0,150.0,1402/04/04,1404/01/28 - 03:10:43,146233.8,84976.2,7.63
689,542651,,مشهد,909801063051.0,100.0,1403/03/23,1404/01/28 - 03:10:57,,,
690,529071,کشاورزی,مشهد,909801037816.0,80.0,1401/05/16,1403/09/08 - 02:04:27,103841.44,155054.5,5.89
691,529161,کشاورزی,مشهد,909801033343.0,125.0,1399/10/03,1404/01/28 - 02:10:32,399857.5,3708163.1,17.7
692,603028,کشاورزی,تربت حیدریه,909801059162.0,150.0,1403/02/01,1403/12/19 - 03:09:36,0.0,,
693,518586,شرب و بهداشت دام,مشهد,909801033210.0,50.0,1399/08/02,1404/01/28 - 02:10:32,-446.1,0.0,
694,529077,کشاورزی,مشهد,909801053365.0,150.0,1403/03/03,1404/01/27 - 03:12:09,29813.0,0.0,
695,603112,کشاورزی,تربت حیدریه,909801048146.0,125.0,1401/11/22,1404/01/28 - 03:10:44,241084.55,345648.7,8.36
696,517235,خدمات,مشهد,909801041707.0,50.0,1401/05/15,1403/08/12 - 02:10:37,4967.075,91471.6,2.83
697,516414,شرب شهری,مشهد,909801044683.0,50.0,1401/05/24,1404/01/28 - 02:07:51,659.744,11281.3,1.01
698,514178,کشاورزی,مشهد,909801047243.0,125.0,1403/04/05,1404/01/28 - 03:10:30,0.0,0.0,
699,530103,شرب و بهداشت دام,مشهد,909801032479.0,50.0,1399/05/08,1403/10/16 - 03:09:59,-3158.8,0.0,
700,603506,کشاورزی,تربت حیدریه,909801035140.0,100.0,1400/02/30,1404/01/28 - 02:10:52,114440.84,173005.7,9.49
701,603229,کشاورزی,تربت حیدریه,909801041131.0,50.0,1401/02/15,1404/01/28 - 02:10:48,1935.479,12414.8,2.03
702,529061,کشاورزی,مشهد,909801034984.0,125.0,1400/04/21,1404/01/28 - 02:09:20,221774.0,3079225.9,11.94
703,514815,کشاورزی,مشهد,909801052974.0,150.0,1403/04/17,1404/01/28 - 03:08:17,0.0,,
704,603109,,تربت حیدریه,909801068214.0,125.0,1403/12/15,1404/01/28 - 03:10:51,,,
705,516280,صنعتی,مشهد,909801037958.0,50.0,1400/11/13,1404/01/28 - 00:53:03,1623.544,85472.6,0.84
706,603402,کشاورزی,تربت حیدریه,909801059692.0,150.0,1403/05/28,1404/01/28 - 03:12:30,0.0,,
707,622594,,کاشمر,909801057626.0,50.0,1403/03/15,1404/01/28 - 03:11:13,0.0,,
708,516265,سایر,مشهد,909801032727.0,50.0,1399/07/02,1404/01/28 - 03:10:38,,0.0,
709,601441,کشاورزی,تربت حیدریه,909801034949.0,50.0,1400/03/09,1404/01/28 - 02:10:36,202537.2,602096.7,0.97
710,603097,کشاورزی,تربت حیدریه,909801056633.0,150.0,1403/01/11,1404/01/28 - 03:07:44,0.0,6.5,1.1
711,529115,کشاورزی,مشهد,909801033207.0,150.0,1399/08/08,1404/01/28 - 02:10:45,263792.7,574914.4,14.91
712,4616394,,طرقبه,929801000103.0,15.0,1402/12/26,1404/01/27 - 13:40:19,0.0,,
713,911146,صنعتی,تربت جام,909801033192.0,50.0,1399/08/18,1404/01/28 - 02:09:12,-411.1,0.0,
714,516814,کشاورزی,مشهد,909801052977.0,150.0,1402/10/11,1404/01/28 - 03:09:17,216992.51,128691.7,15.73
715,603061,,تربت حیدریه,909801056149.0,150.0,1402/12/20,1404/01/28 - 02:56:35,22761.1,229.4,28.6
716,303064,صنعتی,گناباد,909801050886.0,50.0,1402/03/02,1404/01/28 - 03:10:42,20819.5,17042.7,1.81
717,516524,صنعتی,مشهد,909801032841.0,50.0,1399/06/26,1404/01/28 - 02:08:18,1728.45,91881.3,2.38
718,515800,کشاورزی,مشهد,909801032683.0,100.0,1399/05/30,1404/01/28 - 02:10:49,372442.2,8412958.0,22.38
719,517883,کشاورزی,مشهد,909801032440.0,150.0,1399/04/05,1403/09/12 - 02:10:32,-381913.0,0.0,
720,122088,,نیشابور,909801033611.0,50.0,1399/10/28,1404/01/28 - 03:06:05,,0.0,
721,200729,,قوچان,909801057635.0,50.0,1403/04/24,1404/01/28 - 03:10:42,0.0,5.5,0.25
722,518955,کشاورزی,مشهد,909801033621.0,80.0,1399/09/26,1401/04/09 - 02:11:35,,,
723,806053,خدمات,مشهد,909801041124.0,50.0,1401/02/07,1404/01/26 - 02:07:29,25142.77,85068.3,4.93
724,910611,کشاورزی,مشهد,909801057389.0,80.0,1403/01/25,1404/01/26 - 02:52:23,0.0,,
725,108154,کشاورزی,کاشمر,909801036705.0,80.0,1402/06/18,1404/01/28 - 03:10:25,22470.9,11215.8,3.72
726,524246,,مشهد,909801070396.0,50.0,1404/01/21,1404/01/28 - 03:10:31,,,
727,805158,,نیشابور,909801061181.0,50.0,1403/03/07,1404/01/26 - 03:08:58,,,
728,517048,صنعتی,مشهد,909801032682.0,100.0,1398/12/14,1404/01/28 - 02:10:35,140006.0,961865.5,12.0
729,517048,صنعتی,مشهد,909801056190.0,100.0,1402/08/22,1404/01/28 - 02:16:10,38836.89,7183.4,11.1
730,541763,,مشهد,909801044545.0,80.0,1401/05/19,1403/07/12 - 02:09:57,1480.98,6060.8,1.53
731,805160,شرب و بهداشت دام,نیشابور,909801068739.0,50.0,1404/01/19,1404/01/28 - 03:10:51,,,
732,100628,,سبزوار,909801069124.0,80.0,1403/11/10,1404/01/28 - 03:10:59,,,
733,910367,,تربت جام,909801032677.0,50.0,1399/05/19,1404/01/28 - 02:01:55,8912.46,2130.9,7.92
734,604749,خدمات,تربت حیدریه,909801061710.0,50.0,1403/02/27,1404/01/28 - 03:10:40,,,
735,806441,,نیشابور,909801062796.0,80.0,1403/05/22,1404/01/28 - 03:10:34,,,
736,608588,خدمات,کاشمر,909801063910.0,50.0,1403/05/20,1404/01/28 - 03:07:59,,,
737,222222,,مشهد,909801041220.0,100.0,1401/02/27,1404/01/28 - 02:10:42,156306.22,1547234.2,4.98
738,806444,,نیشابور,909801067025.0,50.0,1403/08/21,1404/01/28 - 03:11:43,,,
739,604292,کشاورزی,تربت حیدریه,909801057588.0,80.0,1403/05/03,1404/01/28 - 03:11:05,0.0,,
740,100129,کشاورزی,سبزوار,909801063796.0,100.0,1403/04/11,1404/01/28 - 03:05:23,,,
741,841853,,کاخک,929801000437.0,15.0,1403/10/20,1404/01/27 - 13:52:38,,,
742,603076,کشاورزی,تربت حیدریه,909801034255.0,150.0,1400/11/05,1404/01/28 - 02:09:52,534455.6,817982.2,31.04
743,5414940,,بردسکن,929801000158.0,20.0,1403/07/20,1403/12/04 - 13:48:39,0.0,,
744,14211042,,خرو,929801000256.0,20.0,1403/05/11,1404/01/27 - 13:57:11,2.342,0.0,
745,618457,,کاشمر,909801057624.0,50.0,1403/04/23,1404/01/28 - 03:06:29,0.0,,
746,14211081,,خرو,929801000241.0,15.0,1403/02/01,1404/01/27 - 13:35:54,0.0,,
747,518159,خدمات,مشهد,909801041305.0,50.0,1401/02/31,1404/01/28 - 02:10:33,7272.996,14820.9,1.21
748,604994,کشاورزی,تربت حیدریه,909801067570.0,50.0,1403/07/21,1404/01/28 - 03:10:39,,,
749,516579,کشاورزی,مشهد,909801033571.0,100.0,1399/09/23,1404/01/28 - 03:11:27,118018.8,1323572.3,7.1
750,201348,,قوچان,909801070390.0,50.0,1404/01/23,1404/01/28 - 03:10:43,,,
751,رامین اعلمی,,طرقبه,929801000423.0,15.0,1403/12/01,1404/01/27 - 13:48:30,,,
752,102406,کشاورزی,سبزوار,909801063358.0,50.0,1403/05/16,1404/01/28 - 03:07:13,,,
753,805821,خدمات,مشهد,909801034930.0,50.0,1400/02/19,1404/01/28 - 02:11:38,11864.95,57534.6,3.71
754,102137,خدمات,سبزوار,909801035188.0,50.0,1400/03/04,1404/01/27 - 02:10:37,4969.522,84890.8,0.98
755,804714,خدمات,نیشابور,909801034886.0,50.0,1400/02/20,1404/01/28 - 01:53:16,34578.277,8128.9,2.9
756,103226,خدمات,سبزوار,909801035172.0,50.0,1400/03/02,1404/01/28 - 02:10:33,404.35,12188.9,2.11
757,804713,خدمات,نیشابور,909801034956.0,50.0,1400/02/20,1404/01/28 - 02:10:38,92973.025,55796.7,6.94
758,805246,خدمات,نیشابور,909801034900.0,50.0,1400/02/20,1404/01/28 - 02:07:23,15839.89,506951.9,2.49
759,102531,,سبزوار,909801033228.0,80.0,1400/03/03,1404/01/28 - 02:07:30,-30507.0,0.0,
760,103210,,سبزوار,909801033233.0,80.0,1400/03/03,1404/01/28 - 02:10:31,96818.5,644353.7,7.04
761,804575,خدمات,نیشابور,909801034863.0,80.0,1400/02/21,1404/01/28 - 02:02:37,71083.84,108783.0,9.32
762,804877,خدمات,مشهد,909801034933.0,50.0,1400/02/19,1404/01/28 - 02:10:35,1807.76,150109.1,0.6
763,14211061,,خرو,929801000021.0,25.0,1402/08/30,1404/01/27 - 13:36:19,355.861,0.0,
764,516835,صنعتی,مشهد,909801058239.0,80.0,1403/07/21,1404/01/28 - 03:10:54,0.0,,
765,518161,صنعتی,مشهد,909801041989.0,50.0,1402/09/01,1403/04/06 - 03:02:17,2595.883,5710.9,1.04
766,529081,کشاورزی,مشهد,909801033384.0,150.0,1399/09/07,1404/01/28 - 03:04:02,112602.642,301259.4,21.87
767,518744,صنعتی,مشهد,909801046519.0,50.0,1401/11/07,1403/05/18 - 03:06:08,0.0,,
768,806428,شرب و بهداشت دام,نیشابور,909801039020.0,50.0,1400/10/29,1404/01/28 - 02:07:53,2250.488,34041.3,0.93
769,529392,کشاورزی,مشهد,909801035227.0,100.0,1400/04/16,1403/05/26 - 01:34:44,472761.2,584837.1,25.84
770,842682,,کاخک,929801000776.0,15.0,1403/10/02,1403/10/09 - 13:28:57,,,
771,200307,کشاورزی,قوچان,909801061627.0,50.0,1403/03/13,1404/01/28 - 03:07:27,,,
772,804917,کشاورزی,نیشابور,909801037470.0,50.0,1400/10/09,1404/01/18 - 02:11:10,-64640.232,180312.9,7.69
773,109056,,مشهد,909801056529.0,125.0,1404/01/18,1404/01/28 - 03:11:12,0.0,,
774,519327,صنعتی,مشهد,909801039453.0,50.0,1401/02/29,1404/01/28 - 03:07:57,13570.76,320217.6,1.01
775,514590,کشاورزی,مشهد,909801046036.0,125.0,1401/06/23,1403/05/25 - 01:53:49,244450.3,709640.3,10.0
776,رحمانیه 34,,مشهد,909801063966.0,50.0,1403/04/16,1404/01/28 - 03:10:43,,,
777,51858,,مشهد,929801000318.0,15.0,1403/03/22,1404/01/27 - 13:49:08,,,
778,930342,,مشهد,929801000797.0,15.0,1403/10/09,1404/01/27 - 13:56:44,,,
779,515332,شرب شهری,مشهد,909801058204.0,50.0,1402/10/07,1404/01/28 - 03:10:36,133.841,4.8,1.07
780,804873,,مشهد,909801033879.0,100.0,1399/12/28,1404/01/28 - 02:07:19,-63504.9,0.0,
781,804872,,مشهد,909801034225.0,150.0,1399/12/27,1404/01/28 - 02:10:34,692757.2,3739067.6,4.94
782,102251,کشاورزی,سبزوار,909801040714.0,80.0,1401/11/10,1401/11/08 - 02:11:01,,,
783,529141,کشاورزی,مشهد,909801047209.0,150.0,1401/10/04,1403/09/09 - 03:08:24,-56178.73,10333.1,27.54
784,302565,,گناباد,909801034009.0,125.0,1399/12/03,1403/12/24 - 02:07:48,4250.33,28891.7,3.57
785,603116,,تربت حیدریه,909801068006.0,200.0,1403/09/10,1403/09/21 - 03:10:40,,,
786,515737,کشاورزی,مشهد,909801034125.0,150.0,1399/12/19,1404/01/28 - 02:10:42,417953.2,598138.7,21.54
787,806531,,نیشابور,909801063977.0,50.0,1403/03/22,1404/01/25 - 02:55:43,,,
788,518987,,مشهد,909801037800.0,50.0,1400/12/24,1404/01/28 - 02:06:22,53657.19,234715.1,3.63
789,604203,کشاورزی,تربت حیدریه,909801035366.0,125.0,1400/07/10,1404/01/28 - 02:10:35,142950.3,421522.6,2.27
790,302467,کشاورزی,گناباد,909801058056.0,150.0,1403/03/29,1404/01/28 - 03:10:57,0.0,,
791,603009,کشاورزی,تربت حیدریه,909801053618.0,200.0,1403/02/02,1404/01/28 - 03:09:22,0.0,,
792,805264,صنعتی,نیشابور,909801033374.0,50.0,1399/08/24,1404/01/28 - 02:10:39,-692.8,0.0,
793,516764,کشاورزی,مشهد,909801032477.0,50.0,1399/04/25,1404/01/28 - 03:10:41,,,
794,601253,کشاورزی,تربت حیدریه,909801047563.0,80.0,1403/05/30,1403/06/23 - 03:08:54,0.0,,
795,1599772540,,کاشمر,929801000527.0,15.0,1403/07/18,1404/01/27 - 13:50:00,,,
796,515068,کشاورزی,مشهد,909801064593.0,125.0,1403/06/20,1404/01/28 - 03:04:46,,,
797,601207,شرب و بهداشت دام,تربت حیدریه,909801037794.0,50.0,1401/02/27,1403/01/24 - 03:12:18,-3512.847,8072.9,3.05
798,518957,,مشهد,909801069263.0,50.0,1403/12/18,1404/01/28 - 03:07:05,,,
799,0000297,,گناباد,929801000297.0,15.0,1403/03/26,1404/01/19 - 13:48:58,,,
800,517227,کشاورزی,مشهد,909801036885.0,80.0,1400/09/11,1404/01/19 - 02:11:12,193548.9,230102.7,14.35
801,517227,,مشهد,909801037824.0,80.0,1400/11/20,1404/01/28 - 02:11:24,182322.2,362642.7,13.38
802,514357,کشاورزی,مشهد,909801039574.0,150.0,1401/01/27,1404/01/28 - 02:07:26,736107.0,974582.6,35.33
803,603027,کشاورزی,تربت حیدریه,909801065377.0,200.0,1403/06/22,1404/01/27 - 03:10:43,,,
804,608931,کشاورزی,کاشمر,909801036531.0,80.0,1402/10/16,1404/01/28 - 02:10:33,6064.996,15437.3,1.54
805,605368,کشاورزی,تربت حیدریه,909801033235.0,80.0,1399/12/06,1404/01/28 - 02:10:31,-45228.2,0.0,
806,603542,,تربت حیدریه,909801033044.0,80.0,1399/12/05,1404/01/07 - 02:10:19,,,
807,806478,,نیشابور,909801041310.0,50.0,1401/02/26,1404/01/26 - 02:10:44,2683.488,156326.5,0.66
