,Subscription Code,Flow Rate (l/s),Number of Negative Flows,Percentage of Negative Flows,Operating Hours (h),Consumption (m³),Number of Available Data Points,تعداد مورد انتظار,درصد اطلاعات موجود,month
3688,529424,3.52,0,0.0,3.5,-15.95,31,31,100.0,1403/02
3727,529019,,0,0.0,0.0,-98.2,31,31,100.0,1403/02
3730,529012,21.26,0,0.0,490.6,-1355765.0,31,31,100.0,1403/02
3753,514947,,0,0.0,0.0,-44.7,31,31,100.0,1403/02
3762,602572,,0,0.0,0.0,-14.9,31,31,100.0,1403/02
3769,606228,,0,0.0,0.0,-61820.8,31,31,100.0,1403/02
3772,14211337,,0,0.0,0.0,-5.004,30,31,96.77,1403/02
3774,911132,0.52,0,0.0,30.4,-37.41,18,31,58.06,1403/02
3780,604093,,0,0.0,0.0,-30.72,31,31,100.0,1403/02
3801,514053,,0,0.0,0.0,-43147.6,31,31,100.0,1403/02
3802,805657,,0,0.0,0.0,-38.8,31,31,100.0,1403/02
3827,529169,,0,0.0,0.0,-30723.9,31,31,100.0,1403/02
3878,520017,,0,0.0,0.0,-0.028,31,31,100.0,1403/02
3883,530471,,0,0.0,0.0,-0.02,31,31,100.0,1403/02
3896,516269,,0,0.0,0.0,-244.2,31,31,100.0,1403/02
3901,518764,,0,0.0,0.0,-5.924,31,31,100.0,1403/02
3908,518293,,0,0.0,0.0,-0.04,31,31,100.0,1403/02
3933,604352,,0,0.0,0.0,-1642.0,31,31,100.0,1403/02
3963,615047,,0,0.0,0.0,-70923.5,31,31,100.0,1403/02
3969,514387,,0,0.0,0.0,-211.0,31,31,100.0,1403/02
3981,514580,,0,0.0,0.0,-2156.8,31,31,100.0,1403/02
4022,806523,,0,0.0,0.0,-2217.4,31,31,100.0,1403/02
4046,519044,,0,0.0,0.0,-6985.5,31,31,100.0,1403/02
4100,122092,,0,0.0,0.0,-0.1,31,31,100.0,1403/02
4114,603489,,0,0.0,0.0,-8816.9,31,31,100.0,1403/02
4133,515399,2.82,0,0.0,121.8,-9992.1,31,31,100.0,1403/02
4150,516955,8.4,0,0.0,1.8,-384451.967,12,31,38.71,1403/02
4162,514914,,0,0.0,0.0,-2448.7,31,31,100.0,1403/02
4175,515792,,0,0.0,0.0,-32.4,31,31,100.0,1403/02
4187,518885,,0,0.0,0.0,-1.955,31,31,100.0,1403/02
4213,603380,,0,0.0,0.0,-2767.7,31,31,100.0,1403/02
4243,603132,,0,0.0,0.0,-2994.5,31,31,100.0,1403/02
4300,514536,,0,0.0,0.0,-35.2,31,31,100.0,1403/02
4323,603142,1.45,0,0.0,0.2,-21.0,31,31,100.0,1403/02
4335,303428,,0,0.0,0.0,-39.86,31,31,100.0,1403/02
4337,515977,,0,0.0,0.0,-0.074,31,31,100.0,1403/02
4345,518438,3.8,0,0.0,17.6,-7962.53,31,31,100.0,1403/02
4360,1421117,,0,0.0,0.0,-4248.4,31,31,100.0,1403/02
4389,540710,,0,0.0,0.0,-0.08,31,31,100.0,1403/02
4390,530058,,0,0.0,0.0,-0.01,31,31,100.0,1403/02
4391,518328,2.95,0,0.0,19.8,-786.664,31,31,100.0,1403/02
4420,519126,3.35,0,0.0,3.7,-26.854,6,31,19.35,1403/02
4422,14211107,,0,0.0,0.0,-252.7,31,31,100.0,1403/02
4452,911593,,0,0.0,0.0,-2361.6,31,31,100.0,1403/03
4480,618400,,0,0.0,0.0,-0.009,31,31,100.0,1403/03
4497,514505,,0,0.0,0.0,-386.0,31,31,100.0,1403/03
4537,514702,,0,0.0,0.0,-47193.9,31,31,100.0,1403/03
4538,519042,0.45,0,0.0,9.5,-54.405,31,31,100.0,1403/03
4599,چاه بهاریه 1,,0,0.0,0.0,-29971.7,31,31,100.0,1403/03
4679,515056,,0,0.0,0.0,-72.3,31,31,100.0,1403/03
4687,517979,,0,0.0,0.0,-10448.1,31,31,100.0,1403/03
4692,600448,,0,0.0,0.0,-1983.1,31,31,100.0,1403/03
4699,514682,,0,0.0,0.0,-35976.6,31,31,100.0,1403/03
4716,122041,2.72,0,0.0,91.8,-2795.4,31,31,100.0,1403/03
4728,517767,376.52,0,0.0,701.9,-636770.5,31,31,100.0,1403/03
4751,514339,,0,0.0,0.0,-145566.1,31,31,100.0,1403/03
4756,529057,,0,0.0,0.0,-27100.6,31,31,100.0,1403/03
4769,515273,,0,0.0,0.0,-104.7,31,31,100.0,1403/03
4773,910836,,0,0.0,0.0,-53934.9,31,31,100.0,1403/03
4804,805852,,0,0.0,0.0,-2558.5,31,31,100.0,1403/03
4821,898989,,0,0.0,0.0,-0.3,31,31,100.0,1403/03
4936,529168,,0,0.0,0.0,-2033.3,31,31,100.0,1403/03
4999,603108,11.6,0,0.0,24.0,-1735.6,31,31,100.0,1403/03
5058,603073,,0,0.0,0.0,-54424.0,31,31,100.0,1403/03
5070,529066,0.1,0,0.0,24.0,-990.303,31,31,100.0,1403/03
5119,529021,,0,0.0,0.0,-1275.9,31,31,100.0,1403/03
5129,529077,,0,0.0,0.0,-2725.7,31,31,100.0,1403/03
5134,530103,,0,0.0,0.0,-268.3,31,31,100.0,1403/03
5154,517883,,0,0.0,0.0,-44325.5,31,31,100.0,1403/03
5169,604749,,0,0.0,0.0,-0.008,31,31,100.0,1403/03
5253,529296,,0,0.0,0.0,-3991.5,31,31,100.0,1403/03
5264,519309,0.5,0,0.0,18.8,-33.825,31,31,100.0,1403/03
5307,111111,,0,0.0,0.0,-1567.0,31,31,100.0,1403/03
5349,514017,,0,0.0,0.0,-0.2,31,31,100.0,1403/03
5367,520115,,0,0.0,0.0,-0.001,31,31,100.0,1403/03
5388,212145,0.45,0,0.0,9.2,-1888.793,31,31,100.0,1403/03
5413,602886,,0,0.0,0.0,-2255.8,31,31,100.0,1403/03
5417,517612,,0,0.0,0.0,-861.3,31,31,100.0,1403/03
5446,529650,0.5,0,0.0,0.1,-190.403,31,31,100.0,1403/03
5449,805853,,0,0.0,0.0,-0.2,31,31,100.0,1403/03
5467,542290,,0,0.0,0.0,-4909.3,31,31,100.0,1403/03
5512,514088,,0,0.0,0.0,-11786.1,31,31,100.0,1403/03
5517,514090,,0,0.0,0.0,-291.5,31,31,100.0,1403/03
5519,514089,4.3,0,0.0,0.0,-1.0,31,31,100.0,1403/03
5526,514092,,0,0.0,0.0,-155316.9,31,31,100.0,1403/03
5527,514091,14.7,0,0.0,0.9,-29715.695,15,31,48.39,1403/03
5568,517931,,0,0.0,0.0,-202846.744,2,31,6.45,1403/03
5583,209135,,0,0.0,0.0,-0.003,13,31,41.94,1403/03
5591,201081,1.88,0,0.0,0.5,-5.932,31,31,100.0,1403/03
5662,518143,,0,0.0,0.0,-458.1,31,31,100.0,1403/03
5691,521081,,0,0.0,0.0,-13379.5,31,31,100.0,1403/03
5702,603636,,0,0.0,0.0,-0.885,27,31,87.1,1403/03
5709,601051,,0,0.0,0.0,-0.013,31,31,100.0,1403/03
5717,515812,,0,0.0,0.0,-66301.1,31,31,100.0,1403/03
5736,805082,0.9,0,0.0,29.3,-14134.82,31,31,100.0,1403/03
5751,529132,,0,0.0,0.0,-65457.8,31,31,100.0,1403/03
5770,518384,,0,0.0,0.0,-4.5,31,31,100.0,1403/03
5784,603238,,0,0.0,0.0,-0.002,31,31,100.0,1403/03
5789,200718,,0,0.0,0.0,-0.1,31,31,100.0,1403/03
5790,516834,2.33,0,0.0,238.7,-13477.579,31,31,100.0,1403/03
5793,526064,0.93,0,0.0,181.0,-15899.552,31,31,100.0,1403/03
5802,517628,1.5,0,0.0,0.8,-4193.321,31,31,100.0,1403/03
5824,529166,,0,0.0,0.0,-93089.5,31,31,100.0,1403/03
5906,529424,,0,0.0,0.0,-42.95,27,31,87.1,1403/03
5945,529019,,0,0.0,0.0,-98.1,31,31,100.0,1403/03
5971,514947,,0,0.0,0.0,-44.6,31,31,100.0,1403/03
5980,602572,,0,0.0,0.0,-15.0,31,31,100.0,1403/03
5987,606228,,0,0.0,0.0,-61820.8,31,31,100.0,1403/03
6019,514053,,0,0.0,0.0,-43147.6,31,31,100.0,1403/03
6020,805657,,0,0.0,0.0,-38.9,31,31,100.0,1403/03
6045,529169,,0,0.0,0.0,-30723.9,31,31,100.0,1403/03
6056,603362,32.26,0,0.0,712.3,-1390282.475,31,31,100.0,1403/03
6062,514599,6.3,0,0.0,1.9,-828421.865,15,31,48.39,1403/03
6114,516269,,0,0.0,0.0,-244.2,31,31,100.0,1403/03
6149,618310,,0,0.0,0.0,-0.04,31,31,100.0,1403/03
6151,604352,,0,0.0,0.0,-1641.9,31,31,100.0,1403/03
6181,615047,,0,0.0,0.0,-70923.5,31,31,100.0,1403/03
6187,514387,,0,0.0,0.0,-211.0,31,31,100.0,1403/03
6199,514580,,0,0.0,0.0,-2156.8,31,31,100.0,1403/03
6236,516451,42.2,0,0.0,41.6,-30427.477,3,31,9.68,1403/03
6240,806523,,0,0.0,0.0,-2217.4,31,31,100.0,1403/03
6264,519044,,0,0.0,0.0,-6985.4,31,31,100.0,1403/03
6332,603489,,0,0.0,0.0,-8817.0,31,31,100.0,1403/03
6351,515399,,0,0.0,0.0,-109.6,31,31,100.0,1403/03
6380,514914,,0,0.0,0.0,-2448.8,31,31,100.0,1403/03
6388,618309,0.82,0,0.0,45.4,-7515.643,23,31,74.19,1403/03
6393,515792,,0,0.0,0.0,-32.4,31,31,100.0,1403/03
6400,514499,0.3,0,0.0,8.2,-2698.92,31,31,100.0,1403/03
6431,603380,,0,0.0,0.0,-2767.7,31,31,100.0,1403/03
6444,911729,0.55,0,0.0,0.5,-1.59,31,31,100.0,1403/03
6461,603132,,0,0.0,0.0,-2994.6,31,31,100.0,1403/03
6465,601194,,0,0.0,0.0,-0.421,31,31,100.0,1403/03
6518,514536,1.2,0,0.0,3.1,-13.884,31,31,100.0,1403/03
6578,1421117,,0,0.0,0.0,-4248.5,31,31,100.0,1403/03
6607,540710,,0,0.0,0.0,-2.3,31,31,100.0,1403/03
6640,14211107,,0,0.0,0.0,-252.8,31,31,100.0,1403/03
6648,514250,0.7,0,0.0,12.7,-346773.824,14,31,45.16,1403/03
6670,911593,,0,0.0,0.0,-2361.6,31,31,100.0,1403/04
6695,601581,2.82,0,0.0,132.3,-1364.67,31,31,100.0,1403/04
6709,517768,,0,0.0,0.0,-2188351.0,31,31,100.0,1403/04
6715,514505,,0,0.0,0.0,-385.9,31,31,100.0,1403/04
6718,515628,,0,0.0,0.0,-0.09,31,31,100.0,1403/04
6755,514702,,0,0.0,0.0,-47193.9,31,31,100.0,1403/04
6756,519042,0.55,0,0.0,1.8,-16.507,31,31,100.0,1403/04
6817,چاه بهاریه 1,,0,0.0,0.0,-29971.8,31,31,100.0,1403/04
6893,514845,13.54,0,0.0,722.9,-8032.6,31,31,100.0,1403/04
6897,515056,,0,0.0,0.0,-72.4,31,31,100.0,1403/04
6905,517979,,0,0.0,0.0,-10448.1,31,31,100.0,1403/04
6910,600448,,0,0.0,0.0,-1983.1,31,31,100.0,1403/04
6917,514682,,0,0.0,0.0,-35976.5,31,31,100.0,1403/04
6940,603265,,0,0.0,0.0,-88.354,31,31,100.0,1403/04
6969,514339,,0,0.0,0.0,-159618.6,31,31,100.0,1403/04
6974,529057,,0,0.0,0.0,-27100.6,31,31,100.0,1403/04
6987,515273,,0,0.0,0.0,-104.8,31,31,100.0,1403/04
6991,910836,,0,0.0,0.0,-53934.8,31,31,100.0,1403/04
7022,805852,,0,0.0,0.0,-2558.4,31,31,100.0,1403/04
7039,898989,,0,0.0,0.0,-0.4,31,31,100.0,1403/04
7042,5515840,,0,0.0,0.0,-2.745,17,31,54.84,1403/04
7059,514787,1.0,0,0.0,7.4,-901.332,21,31,67.74,1403/04
7148,804570,27.98,0,0.0,445.2,-1471987.06,31,31,100.0,1403/04
7154,529168,,0,0.0,0.0,-2033.2,31,31,100.0,1403/04
7217,603108,,0,0.0,0.0,-18777.5,31,31,100.0,1403/04
7240,1599421048,,0,0.0,0.0,-0.352,11,31,35.48,1403/04
7244,516825,8.36,0,0.0,281.3,-263175.6,31,31,100.0,1403/04
7252,515094,7.67,0,0.0,684.7,-30018.293,31,31,100.0,1403/04
7258,805130,,0,0.0,0.0,-0.03,31,31,100.0,1403/04
7276,603073,,0,0.0,0.0,-54424.0,31,31,100.0,1403/04
7284,608166,,0,0.0,0.0,-0.008,31,31,100.0,1403/04
7288,529066,,0,0.0,0.0,-259.773,31,31,100.0,1403/04
7337,529021,,0,0.0,0.0,-1275.9,31,31,100.0,1403/04
7347,529077,,0,0.0,0.0,-2725.6,31,31,100.0,1403/04
7352,530103,,0,0.0,0.0,-264.143,31,31,100.0,1403/04
7372,517883,,0,0.0,0.0,-44325.6,31,31,100.0,1403/04
7448,1599772540,,0,0.0,0.0,-0.185,11,31,35.48,1403/04
7449,515068,,0,0.0,0.0,-78.322,31,31,100.0,1403/04
7482,519309,2.37,0,0.0,16.3,-191.188,31,31,100.0,1403/04
7484,100001,,0,0.0,0.0,-201.0,31,31,100.0,1403/04
7506,555905,,0,0.0,0.0,-30.626,15,31,48.39,1403/04
7514,602428-2,,0,0.0,0.0,-0.867,31,31,100.0,1403/04
7541,606042,35.39,0,0.0,459.5,-108672.7,31,31,100.0,1403/04
7558,518404,0.3,0,0.0,0.1,-0.628,31,31,100.0,1403/04
7567,514017,,0,0.0,0.0,-0.1,31,31,100.0,1403/04
7585,520115,,0,0.0,0.0,-0.029,31,31,100.0,1403/04
7593,516095,,0,0.0,0.0,-0.013,31,31,100.0,1403/04
7606,212145,0.39,0,0.0,58.9,-1293.114,31,31,100.0,1403/04
7631,602886,,0,0.0,0.0,-2255.8,31,31,100.0,1403/04
7635,517612,,0,0.0,0.0,-861.3,31,31,100.0,1403/04
7667,805853,,0,0.0,0.0,-0.2,31,31,100.0,1403/04
7710,601013,1.55,0,0.0,12.1,-614705.91,21,31,67.74,1403/04
7713,517930,9.13,0,0.0,160.7,-64477.0,30,31,96.77,1403/04
7718,516365,,0,0.0,0.0,-237123.9,24,31,77.42,1403/04
7730,514088,,0,0.0,0.0,-11786.1,31,31,100.0,1403/04
7735,514090,,0,0.0,0.0,-291.5,31,31,100.0,1403/04
7744,514092,,0,0.0,0.0,-155316.8,31,31,100.0,1403/04
7880,518143,1.03,0,0.0,19.1,-167.812,31,31,100.0,1403/04
7909,521081,,0,0.0,0.0,-13190.74,31,31,100.0,1403/04
7925,514710,11.93,0,0.0,724.9,-684521.64,31,31,100.0,1403/04
7927,601051,,0,0.0,0.0,-0.899,31,31,100.0,1403/04
7935,515812,,0,0.0,0.0,-66301.1,31,31,100.0,1403/04
7969,529132,,0,0.0,0.0,-65457.8,31,31,100.0,1403/04
7971,618307,3.22,0,0.0,88.5,-1954.466,31,31,100.0,1403/04
7986,516771,,0,0.0,0.0,-23.783,28,31,90.32,1403/04
7988,518384,,0,0.0,0.0,-4.4,31,31,100.0,1403/04
8032,606137,,0,0.0,0.0,-0.8,31,31,100.0,1403/04
8052,603355,,0,0.0,0.0,-60.733,31,31,100.0,1403/04
8118,0005111914,,0,0.0,0.0,-0.101,24,31,77.42,1403/04
8163,529019,,0,0.0,0.0,-98.1,31,31,100.0,1403/04
8189,514947,,0,0.0,0.0,-44.7,31,31,100.0,1403/04
8198,602572,,0,0.0,0.0,-0.02,31,31,100.0,1403/04
8237,514053,,0,0.0,0.0,-43147.6,31,31,100.0,1403/04
8238,805657,,0,0.0,0.0,-38.9,31,31,100.0,1403/04
8263,529169,,0,0.0,0.0,-30723.8,31,31,100.0,1403/04
8332,516269,,0,0.0,0.0,-244.1,31,31,100.0,1403/04
8337,518764,5.65,0,0.0,113.8,-2038.441,31,31,100.0,1403/04
8362,607069,1.57,0,0.0,50.8,-85031.67,31,31,100.0,1403/04
8369,604352,,0,0.0,0.0,-1642.0,31,31,100.0,1403/04
8399,615047,,0,0.0,0.0,-70923.4,31,31,100.0,1403/04
8412,805106,0.64,0,0.0,1.0,-1.563,31,31,100.0,1403/04
8417,514580,,0,0.0,0.0,-2156.8,31,31,100.0,1403/04
8425,514638,,0,0.0,0.0,-15779.6,31,31,100.0,1403/04
8458,806523,3.67,0,0.0,46.9,-1404.4,31,31,100.0,1403/04
8482,519044,1.42,0,0.0,180.4,-4419.083,31,31,100.0,1403/04
8494,4246194,,0,0.0,0.0,-30.671,15,31,48.39,1403/04
8526,529334,11.5,0,0.0,24.0,-525037.2,31,31,100.0,1403/04
8550,603489,,0,0.0,0.0,-8817.0,31,31,100.0,1403/04
8598,514914,,0,0.0,0.0,-2448.8,31,31,100.0,1403/04
8611,515792,,0,0.0,0.0,-32.5,31,31,100.0,1403/04
8627,514475,4.36,0,0.0,643.4,-129605.8,31,31,100.0,1403/04
8629,517935,,0,0.0,0.0,-0.184,31,31,100.0,1403/04
8646,910519,2.78,0,0.0,627.7,-4383.99,31,31,100.0,1403/04
8649,603380,,0,0.0,0.0,-2767.7,31,31,100.0,1403/04
8655,516476,0.9,0,0.0,0.0,-0.161,31,31,100.0,1403/04
8662,911729,0.4,0,0.0,0.9,-0.97,31,31,100.0,1403/04
8664,101609,15.2,0,0.0,1.3,-40959.242,22,31,70.97,1403/04
8676,14211248,,0,0.0,0.0,-6.3,31,31,100.0,1403/04
8679,603132,,0,0.0,0.0,-2994.5,31,31,100.0,1403/04
8690,209290,,0,0.0,0.0,-8358.323,31,31,100.0,1403/04
8734,516826,16.11,0,0.0,80.3,-7373.878,31,31,100.0,1403/04
8761,516027,,0,0.0,0.0,-110434.9,31,31,100.0,1403/04
8764,5515845,,0,0.0,0.0,-2.789,17,31,54.84,1403/04
8796,1421117,,0,0.0,0.0,-4248.4,31,31,100.0,1403/04
8858,14211107,,0,0.0,0.0,-252.7,31,31,100.0,1403/04
8888,911593,,0,0.0,0.0,-2361.6,31,31,100.0,1403/05
8913,601581,,0,0.0,0.0,-7059.1,31,31,100.0,1403/05
8916,618400,,0,0.0,0.0,-0.137,31,31,100.0,1403/05
8933,514505,,0,0.0,0.0,-385.9,31,31,100.0,1403/05
8944,805221,0.42,0,0.0,1.0,-2.475,31,31,100.0,1403/05
8964,615431,,0,0.0,0.0,-0.088,31,31,100.0,1403/05
8967,200934,,0,0.0,0.0,-0.639,31,31,100.0,1403/05
8973,514702,,0,0.0,0.0,-47193.9,31,31,100.0,1403/05
8974,519042,0.61,0,0.0,17.2,-82.078,31,31,100.0,1403/05
9114,804990,3.05,0,0.0,27.8,-92525.18,31,31,100.0,1403/05
9115,515056,,0,0.0,0.0,-72.3,31,31,100.0,1403/05
9123,517979,,0,0.0,0.0,-10448.1,31,31,100.0,1403/05
9135,514682,,0,0.0,0.0,-35976.5,31,31,100.0,1403/05
9143,151009,,0,0.0,0.0,-0.965,22,31,70.97,1403/05
9187,514339,,0,0.0,0.0,-159618.6,31,31,100.0,1403/05
9192,529057,5.8,0,0.0,5.1,-19104.636,31,31,100.0,1403/05
9205,515273,,0,0.0,0.0,-104.7,31,31,100.0,1403/05
9209,910836,,0,0.0,0.0,-53934.9,31,31,100.0,1403/05
9240,805852,,0,0.0,0.0,-2558.5,31,31,100.0,1403/05
9246,805353,1.1,0,0.0,0.2,-0.87,31,31,100.0,1403/05
9257,898989,,0,0.0,0.0,-0.3,31,31,100.0,1403/05
9304,01133012,,0,0.0,0.0,-0.176,29,31,93.55,1403/05
9346,911654,,0,0.0,0.0,-0.1,31,31,100.0,1403/05
9357,14211204,,0,0.0,0.0,-21451.42,29,31,93.55,1403/05
9372,529168,21.4,0,0.0,0.0,-1052.418,31,31,100.0,1403/05
9409,515078,,0,0.0,0.0,-0.05,31,31,100.0,1403/05
9506,529066,,0,0.0,0.0,-131.777,31,31,100.0,1403/05
9513,609191,0.8,0,0.0,10.2,-4.72,8,31,25.81,1403/05
9555,529021,,0,0.0,0.0,-1275.8,31,31,100.0,1403/05
9559,200284,26.76,0,0.0,591.3,-273618.992,31,31,100.0,1403/05
9565,529077,,0,0.0,0.0,-2725.6,31,31,100.0,1403/05
9570,530103,,0,0.0,0.0,-0.357,31,31,100.0,1403/05
9590,517883,,0,0.0,0.0,-44325.5,31,31,100.0,1403/05
9594,806053,,0,0.0,0.0,-4.01,31,31,100.0,1403/05
9697,516918,1.9,0,0.0,107.7,-17072.898,31,31,100.0,1403/05
9700,519309,2.07,0,0.0,0.7,-46.979,31,31,100.0,1403/05
9763,516190,,0,0.0,0.0,-806.4,31,31,100.0,1403/05
9785,514017,,0,0.0,0.0,-0.1,31,31,100.0,1403/05
9794,14211153,,0,0.0,0.0,-5855.6,31,31,100.0,1403/05
9809,14211187,,0,0.0,0.0,-3326.807,30,31,96.77,1403/05
9817,212143,,0,0.0,0.0,-6.55,31,31,100.0,1403/05
9849,602886,,0,0.0,0.0,-2255.8,31,31,100.0,1403/05
9885,805853,,0,0.0,0.0,-0.023,31,31,100.0,1403/05
9905,602864,,0,0.0,0.0,-130104.4,31,31,100.0,1403/05
9916,519696,,0,0.0,0.0,-0.03,31,31,100.0,1403/05
9932,516357,,0,0.0,0.0,-579337.3,31,31,100.0,1403/05
9948,514088,,0,0.0,0.0,-11786.0,31,31,100.0,1403/05
9953,514090,,0,0.0,0.0,-291.5,31,31,100.0,1403/05
9955,514089,2.77,0,0.0,0.5,-363615.4,31,31,100.0,1403/05
9962,514092,,0,0.0,0.0,-155316.8,31,31,100.0,1403/05
10098,518143,,0,0.0,0.0,-0.48,31,31,100.0,1403/05
10127,521081,1.8,0,0.0,6.6,-244725.096,31,31,100.0,1403/05
10145,601051,,0,0.0,0.0,-2.144,31,31,100.0,1403/05
10153,515812,,0,0.0,0.0,-66301.2,31,31,100.0,1403/05
10187,529132,,0,0.0,0.0,-65457.9,31,31,100.0,1403/05
10195,529300,23.95,0,0.0,203.6,-995348.181,31,31,100.0,1403/05
10206,518384,,0,0.0,0.0,-4.5,31,31,100.0,1403/05
10225,200718,,0,0.0,0.0,-0.1,31,31,100.0,1403/05
10250,606137,,0,0.0,0.0,-0.8,31,31,100.0,1403/05
10381,529019,,0,0.0,0.0,-98.1,31,31,100.0,1403/05
10399,529099,4.19,0,0.0,326.0,-2258.9,31,31,100.0,1403/05
10407,514947,,0,0.0,0.0,-44.7,31,31,100.0,1403/05
10408,604260,1.4,0,0.0,5.7,-3.66,8,31,25.81,1403/05
10454,603051,29.16,0,0.0,599.4,-1334506.93,31,31,100.0,1403/05
10455,514053,,0,0.0,0.0,-43147.6,31,31,100.0,1403/05
10456,805657,,0,0.0,0.0,-38.8,31,31,100.0,1403/05
10481,529169,29.06,0,0.0,103.0,-14985.13,31,31,100.0,1403/05
10525,603406,,0,0.0,0.0,-17803.7,31,31,100.0,1403/05
10550,516269,,0,0.0,0.0,-244.2,31,31,100.0,1403/05
10562,518293,,0,0.0,0.0,-0.04,31,31,100.0,1403/05
10587,604352,,0,0.0,0.0,-1642.0,31,31,100.0,1403/05
10591,302126,0.8,0,0.0,10.1,-4.175,8,31,25.81,1403/05
10617,615047,,0,0.0,0.0,-70923.5,31,31,100.0,1403/05
10643,514638,,0,0.0,0.0,-15779.6,31,31,100.0,1403/05
10666,516623,,0,0.0,0.0,-0.015,31,31,100.0,1403/05
10672,516451,34.48,0,0.0,232.0,-30937.536,31,31,100.0,1403/05
10722,541192,1.67,0,0.0,94.1,-1091.389,31,31,100.0,1403/05
10744,529334,,0,0.0,0.0,-531828.0,31,31,100.0,1403/05
10773,209595,,0,0.0,0.0,-0.019,31,31,100.0,1403/05
10791,515672,,0,0.0,0.0,-3730.209,31,31,100.0,1403/05
10816,514914,,0,0.0,0.0,-2448.8,31,31,100.0,1403/05
10847,517935,,0,0.0,0.0,-0.367,31,31,100.0,1403/05
10860,14211222,,0,0.0,0.0,-97.8,31,31,100.0,1403/05
10867,603380,6.1,0,0.0,3.5,-2602.6,31,31,100.0,1403/05
10873,516476,1.78,0,0.0,0.6,-0.859,31,31,100.0,1403/05
10875,516014,,0,0.0,0.0,-0.22,31,31,100.0,1403/05
10894,14211248,,0,0.0,0.0,-6.3,31,31,100.0,1403/05
10897,603132,,0,0.0,0.0,-2994.5,31,31,100.0,1403/05
10970,14211304,,0,0.0,0.0,-241.2,31,31,100.0,1403/05
10979,516027,0.2,0,0.0,24.0,-99834.116,31,31,100.0,1403/05
10991,515977,,0,0.0,0.0,-0.004,31,31,100.0,1403/05
10995,517993,,0,0.0,0.0,-12980.3,31,31,100.0,1403/05
11014,1421117,,0,0.0,0.0,-4248.5,31,31,100.0,1403/05
11024,14211168,,0,0.0,0.0,-25289.26,27,31,87.1,1403/05
11076,14211107,,0,0.0,0.0,-252.8,31,31,100.0,1403/05
11106,911593,,0,0.0,0.0,-2361.6,31,31,100.0,1403/06
11131,601581,,0,0.0,0.0,-7059.1,31,31,100.0,1403/06
11134,618400,,0,0.0,0.0,-0.024,31,31,100.0,1403/06
11151,514505,,0,0.0,0.0,-385.9,31,31,100.0,1403/06
11234,560142,,0,0.0,0.0,-1.089,29,31,93.55,1403/06
11235,۴۰۰۹۷۲۴۴,,0,0.0,0.0,-18.45,28,31,90.32,1403/06
11341,517979,,0,0.0,0.0,-10448.1,31,31,100.0,1403/06
11353,514682,,0,0.0,0.0,-35976.6,31,31,100.0,1403/06
11360,100012,1.2,0,0.0,1.5,-12.104,30,31,96.77,1403/06
11401,515620,11.79,0,0.0,620.4,-229149.875,31,31,100.0,1403/06
11405,514339,,0,0.0,0.0,-159618.6,31,31,100.0,1403/06
11423,515273,,0,0.0,0.0,-104.8,31,31,100.0,1403/06
11427,910836,,0,0.0,0.0,-53934.9,31,31,100.0,1403/06
11458,805852,,0,0.0,0.0,-2558.5,31,31,100.0,1403/06
11475,898989,,0,0.0,0.0,-0.4,31,31,100.0,1403/06
11510,523005,,0,0.0,0.0,-186.0,31,31,100.0,1403/06
11527,518916,,0,0.0,0.0,-10.843,31,31,100.0,1403/06
11590,529168,,0,0.0,0.0,-6.6,31,31,100.0,1403/06
11673,514025,,0,0.0,0.0,-213.993,31,31,100.0,1403/06
11724,529066,,0,0.0,0.0,-5.5,31,31,100.0,1403/06
11753,805123,,0,0.0,0.0,-0.878,31,31,100.0,1403/06
11763,519772,4.6,0,0.0,0.1,-0.941,30,31,96.77,1403/06
11773,529021,,0,0.0,0.0,-1275.9,31,31,100.0,1403/06
11780,529161,,0,0.0,0.0,-79.0,31,31,100.0,1403/06
11783,529077,,0,0.0,0.0,-2725.6,31,31,100.0,1403/06
11808,517883,,0,0.0,0.0,-44325.5,31,31,100.0,1403/06
11812,806053,,0,0.0,0.0,-0.18,31,31,100.0,1403/06
11903,600099,,0,0.0,0.0,-5.127,31,31,100.0,1403/06
11918,519309,1.13,0,0.0,43.4,-92.804,31,31,100.0,1403/06
11996,515693,1.52,0,0.0,29.2,-460.966,31,31,100.0,1403/06
12012,14211153,,0,0.0,0.0,-1176.71,31,31,100.0,1403/06
12067,602886,,0,0.0,0.0,-2255.8,31,31,100.0,1403/06
12075,515938,0.35,0,0.0,0.0,-0.148,31,31,100.0,1403/06
12100,529650,1.64,0,0.0,79.1,-356.012,31,31,100.0,1403/06
12146,601013,15.14,0,0.0,232.0,-25921.744,31,31,100.0,1403/06
12166,514088,,0,0.0,0.0,-11786.1,31,31,100.0,1403/06
12171,514090,,0,0.0,0.0,-291.5,31,31,100.0,1403/06
12173,514089,,0,0.0,0.0,-667162.4,31,31,100.0,1403/06
12177,517304,,0,0.0,0.0,-163.5,31,31,100.0,1403/06
12180,514092,,0,0.0,0.0,-155316.9,31,31,100.0,1403/06
12310,201270,0.63,0,0.0,0.8,-0.734,31,31,100.0,1403/06
12371,515812,,0,0.0,0.0,-66301.1,31,31,100.0,1403/06
12405,529132,,0,0.0,0.0,-65457.8,31,31,100.0,1403/06
12413,529300,1.9,0,0.0,77.4,-44.503,31,31,100.0,1403/06
